id_medicamento,ium,principio_activo,nombre_comercial,forma_farmaceutica,concentracion,unidad_medida,presentacion_comercial,es_combinado
716,1M1005531006100,METOTREXATO,NO REPORTADO,SOLUCION INYECTABLE,25,MG/ML,CAJAS CON UNA (1) JERINGA PREENVASADA X 1 ML,0
717,1M1005541002100,METOTREXATO,TREXOL,SOLUCION INYECTABLE,100,MG/ML,CAJAS X UN (1) VIAL DE 500 MG EN 5 ML,0
718,1M1005541003100,METOTREXATO,METHOCEL 500,SOLUCION INYECTABLE,100,MG/ML,CAJA X 1 VIAL X 5ML,0
719,1M1006061002103,MIDAZOLAM,BIOSANO,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 100 AMPOLLAS X 10 ML,0
720,1M1006061005100,MIDAZOLAM,NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 10 AMPOLLAS,0
721,1M1006061005101,MIDAZOLAM,NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJA X 10 VIALES X 10ML,0
722,1M1006061006100,MIDAZOLAM,NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 100 VIALES,0
723,1M1006061007100,MIDAZOLAM,ZOLAMID,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 5 AMPOLLAS,0
724,1M1006061010100,MIDAZOLAM,SERRACLINICS,SOLUCION INYECTABLE,50/10,MG/ML,CAJA X 50 AMPOLLA X 10 ML,0
725,1M1006061012100,MIDAZOLAM,RELACUM,SOLUCION INYECTABLE,5,MG/ML,CAJAS. CADA CAJA CON 5 AMPOLLETAS DE 10ML,0
726,1M1006061013100,MIDAZOLAM,HOLLAND GROUP,SOLUCION INYECTABLE,5,MG/ML,CAJA X 5 AMPOLLAS DE 10 ML,0
727,1M1006061017100,MIDAZOLAM,NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS CON 5 AMPOLLAS X 3ML,0
728,1M1006061019100,MIDAZOLAM,IPNODIS MEDIS,SOLUCION INYECTABLE,5,MG/ML,CAJAS CON 10 AMPOLLAS POR 1ML,0
729,1M1006061026100,MIDAZOLAM,NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 10 AMPOLLAS X 10 ML,0
730,1M1006441000100,CISTEAMINA BITARTRATO,PROCYSBI,CAPSULA,75,MG,FRASCOS X 250 CAPSULAS,0
731,1M1006621004100,MIDAZOLAM,MEDZOL,SOLUCION INYECTABLE,1,MG/ML,CAJA X 1 VIAL DE 5 ML,0
732,1M1006621005100,MIDAZOLAM,SEDOZOLAM,SOLUCION INYECTABLE,5,MG/ML,CAJA X 5 AMPOLLAS,0
733,1M1006621011100,MIDAZOLAM,REPREFARCO,SOLUCION INYECTABLE,1,MG/ML,CAJA X 10 AMPOLLAS DE 5 ML,0
734,1M1007781001100,MERCAPTOPURINA,XALUPRINE,SUSPENSION ORAL,20,MG/ML,CAJA X UN FRASCO DE 100 ML,0
735,1M1008551000100,CISTEAMINA BITARTRATO,PROCYSBI,CAPSULA,25,MG,FRASCO X 60 CÁPSULAS,0
736,1M1017221000100,METOTREXATO,TRATOBEN,TABLETA,2.5,MG,CAJAS X 50 TABLETAS,0
737,1M1017221001100,METOTREXATO,"SPTREX 2,5",TABLETA,2.5,MG,CAJAS X 100 TABLETAS,0
738,1M1017221002100,METOTREXATO,METHOGET 2.5,TABLETA,2.5,MG,CAJA X FRASCO X 30 TABLETAS,0
739,1M1017221004100,METOTREXATO,ALCHEMY,TABLETA,2.5,MG,CAJAS X 100 TABLETAS,0
740,1M1017221005100,METOTREXATO,NO REPORTADO,TABLETA,2.5,MG,CAJAS X 100 TABLETAS,0
741,1M1017221006100,METOTREXATO,NO REPORTADO,TABLETA,2.5,MG,CAJAS X 24 TABLETAS,0
742,1M1017221007100,METOTREXATO,FLOTREXATO,TABLETAS DE LIBERACION NO MODIFICADA,"2,5",MG,CAJA X 100 TABLETAS,0
743,1M1017221008100,METOTREXATO,METREXATO,TABLETA,2.5,MG,CAJAS X 96 TABLETAS,0
744,1M1017421001100,MELFALAN,MELOMA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,50,MG/U,UN (1)VIAL CON POLVO LIOFILIZADO + UN (1) VIAL CON DILUYENTE,0
745,1M1017421002101,MELFALAN,MELFALAN,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,50,MG/VIAL,CAJAS. CADA CAJA CON UN (1) VIAL CON MELFALAN 50MG Y UN (1) VIAL CON DILUENTE,0
746,1M1018461000101,METIRAPONA,METOPIRONE,CAPSULA,250,MG,CAJAS X 50 CAPSULAS,0
747,1M1018461000102,METIRAPONA,METOPIRONE,CAPSULA,250,MG,FRASCO X 100 CAPSULAS,0
748,1M1019571000100,ACETATO DE MEGESTROL,MEGARA,SUSPENSION ORAL,40,MG/ML,FRASCOS X 240 ML,0
749,1M1019571001100,ACETATO DE MEGESTROL,TRACETATE,SUSPENSION ORAL,40,MG/ML,CAJAS X UN (1) FRASCO,0
750,1M1019571002100,ACETATO DE MEGESTROL,MEGETRAL,SUSPENCION,40,MG/ML,CAJAS POR UNA (1) BOTELLA DE 240ML,0
751,1M1019571003100,ACETATO DE MEGESTROL,STRIDES PHARMA,SUSPENSION,40,MG/ML,FRASCO X 240 ML,0
752,1M1019571004100,ACETATO DE MEGESTROL,NO REPORTADO,SUSPENSION ORAL,40,MG/ML,FRASCO X 240 ML,0
753,1M102221,MEBROFENINA PARA TECNECIO TC-99M,NO REPORTADO,"KIT NO RADIOACTIVO, LIOFILIZADO PARA RADIOMARCAJE",45,MG/ML,VIAL,0
754,1M1022371002100,MERTIADIDA ( BETIATIDA O MERCAPTOACETILTRIGLICINA),MAG3,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,0.1,MG/ML,CAJA X 6 VIALES,0
755,1M1023721000100,MELFALAN,NO REPORTADO,TABLETA,2,MG,CAJAS X 25 TABLETAS,0
756,1M1023721001100,MELFALAN,GLOMELFA,TABLETA,2,MG,CAJAS POR 50 TABLETAS,0
757,1M1023741000100,MERCAPTOPURINA,NO REPORTADO,TABLETA,50,MG,CAJAS X 30 TABLETAS (CADA CAJA CONTIENE TRES (3) BLISTER POR 10 TABLETAS),0
758,1M1023741001100,MERCAPTOPURINA,NO REPORTADO,TABLETA,50,MG,CAJAS X 100 TABLETAS,0
759,1M1023741001101,MERCAPTOPURINA,NO REPORTADO,TABLETA,50,MG,CAJAS X 50 TABLETAS,0
760,1M1023741003100,MERCAPTOPURINA,SILVER,TABLETA,50,MG,CAJAS X 24 TABLETAS,0
761,1M1023741004100,MERCAPTOPURINA,KAPTO,TABLETA,50,MG,CAJA X 100 TABLETAS,0
762,1M1023741005101,MERCAPTOPURINA,NO REPORTADO,TABLETA,50,MG,CAJAS X 50 TABLETAS,0
763,1M1023741006100,MERCAPTOPURINA,NO REPORTADO,TABLETA,50,MG,FRASCO X 25 TABLETAS,0
764,1M1023741008100,MERCAPTOPURINA,NO REPORTADO,TABLETA,50,MG,FRASCOS X 50 TABLETAS,0
765,1M1023741010100,MERCAPTOPURINA,NO REPORTADO,TABLETA,50,MG,CAJAS. CADA CAJA CON 100 TABLETAS,0
766,1M1023741011100,MERCAPTOPURINA,MERCAP-FH,TABLETA,50,MG,CAJA X 30 TABLETAS,0
767,1M1023741013100,MERCAPTOPURINA,NO REPORTADO,TABLETA,50,MG,CAJAS. CADA CAJA X100 TABLETAS,0
768,1M1024181000100,MEPIVACAINA,DENTOCAIN SIMPLE,SOLUCION INYECTABLE,30,MG,CAJA X 5 BLISTER POR 10 CARTUCHOS,0
769,1M1024471000100,MIDOSTAURINA,RYDAPT,CAPSULA,25,MG,CAJA X 28 CAPSULAS,0
770,1M1024811000100,MELARSOPROL,MELARSOPROL,SOLUCION INYECTABLE,36,MG/ML,AMPOLLA,0
771,1M1025331002100,METOPROLOL,NO REPORTADO,SOLUCION INYECTABLE,1,MG/ML,CAJAS X 10 AMPOLLAS X 5 ML,0
772,1M1026201000100,ACETATO DE MEGESTROL,MEGETRAL,SUSPENCION,40,MG/ML,CAJAS POR 20 SACHETS,0
773,1M1031251001100,MELFALAN,ALKACEL,POLVO PARA RECONSTITUIR,50,MG,CAJA X VIAL,0
774,1M1031251003100,MELFALAN,NO REPORTADO,POLVO PARA RECONSTITUIR,50,MG,CAJAS X UN (1) VIAL,0
775,1M1031251004100,MELFALAN,NO REPORTADO,POLVO LIOFILIZADO,50,MG/VIAL,CAJAS. CADA CAJA CON UN (1) VIAL DE PRODUCTO Y UN (1) VIAL DE DILUENTE,0
776,1M1031251005100,MELFALAN,VESPHALAN,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,50,MG/VIAL,VIALES,0
777,1M1031251008100,MELFALAN,ALKERAN,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,50,MG/VIAL,CAJAS. CADA CAJA CON UN (1) VIAL DE PRODUCTO Y UN (1) VIAL DE SOLVENTE,0
778,1M1031251009100,MELFALAN,MEDICLONE,POLVO PARA RECONSTITUIR,50,MG,CAJAS. CADA CAJA CON UN (1) VIAL DE MELFALAN + UN (1) VIAL DE DILUENTE,0
779,1M1031891000100,MELFALAN,MELFALAX 50,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,10,MG/ML,CAJAS. CADA CAJA CON UN (1) VIAL CON POLVO Y UN (1) VIAL CON SOLVENTE.,0
780,1M1032971000100,MECASERMINA,INCRELEX,SOLUCION INYECTABLE,10,MG/ML,CAJAS X 1 VIAL DE 4ML,0
781,1M1033371000100,MAGNESIO SULFATO,MAGNEFUSIN,SOLUCION INYECTABLE,10,%,CAJAS X 100 AMPOLLETAS,0
782,1M1039631000100,MOBOCERTINIB,EXKIVITY,CAPSULA,40,MG,FRASCOS X 120 CAPSULAS,0
783,1M1039631000101,MOBOCERTINIB,EXKIVITY,CAPSULA,40,MG,CAJAS X 112 CÁPSULAS,0
784,1M1039651000100,METOTREXATO,MEKSRATU,SOLUCION INYECTABLE,25,MG/ML,CAJAS POR UNA (1) JERINGA PRELLENADA CON AUTOINYECTOR,0
785,1M1039651000101,METOTREXATO,MEKSRATU,SOLUCION INYECTABLE,25,MG/ML,JERINGA PRELLENADA - AUTO INYECTOR X 0.6 ML,0
786,1M1039651000102,METOTREXATO,MEKSRATU,SOLUCION INYECTABLE,25,MG/ML,JERINGA PRELLENADA - AUTO INYECTOR X 1 ML,0
787,1M1039651000103,METOTREXATO,MEKSRATU,SOLUCION INYECTABLE,25,MG/ML,JERINGA PRELLENADA - AUTO INYECTOR X 0.8 ML,0
788,1M1041941000100,MARALIXIBAT,LIVMARLI,JARABE,950/100,MG/ML,CAJAS. CADA CAJA CON UN FRASCO DE 30ML + UNA JERINGA DOSIFICADORA DE 0.5ML O DOSIFICADORA DE 1ML O UNA JERINGA DOSIFICADORA DE 3ML,0
789,1M1047901000100,METRELEPTIN,MYALEPT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,11.3,MG/VIAL,VIALES,0
790,1M1063441002100,MEXILETINA,INGENUS,CAPSULA,150,MG,FRASCO X 100 CAPSULA,0
791,1M1063591000100,MARIBAVIR,LIVTENCITY,COMPRIMIDO,200,MG,FRASCOS X 56 COMPRIMIDOS,0
792,1M1063801000100,MACITENTAN,JANSSEN,TABLETA,"2,5",MG,CAJA X 35 TABLETAS,0
793,1M1063991000100,MORFINA,NO REPORTADO,SOLUCION ORAL,2,GR/100ML,CAJAS X UN (1) FRASCO X 20 ML,0
794,1N1000301000100,NINTEDANIB,OFEV,CAPSULA,100,MG,CAJA X 70 CAPSULAS,0
795,1N1000311000100,NINTEDANIB,OFEV,CAPSULA,150,MG,CAJA X 70 CAPSULAS,0
796,1N1001111000100,NITISINONE,ORFADIN,CAPSULA,5,MG,CAJA X 60 CAPSULAS,0
797,1N1007041000100,NITISINONA,ORFADIN,SUSPENSION ORAL,4,MG/ML,CAJA X 1 FRASCO DE 90 ML,0
798,1N1007461001100,NADOLOL,AA PHARMA INC,TABLETA,40,MG,FRASCO X 100 TABLETAS,0
799,1N1017381000100,NUSINERSEN,SPINRAZA,SOLUCION INYECTABLE,12.5,MG/ML,CAJA X 1 VIAL,0
800,1N1017382000100,NUSINERSEN,SPINRAZA,SOLUCION INYECTABLE,2.4,MG/ML,CAJA X 1 VIAL X 5ML,0
801,1N1022891000101,NITISINONE,NITYR,TABLETA,2,MG,FRASCO X 60 TABLETAS,0
802,1N1022901000100,NITISINONE,NITYR,TABLETA,5,MG,FRASCO X 60 TABLETAS,0
803,1N1024161000100,NIRAPARIB,ZEJULA,TABLETA,100,MG,FRASCO X 90 TABLETAS,0
804,1N1024161000101,NIRAPARIB,ZEJULA,TABLETA,100,MG,FRASCO X 56 CAPSULAS,0
805,1N1024161000102,NIRAPARIB,ZEJULA,CAPSULA,100,MG,FRASCOS X 84 CAPSULAS,0
806,1N1024161000103,NIRAPARIB,ZEJULA,CAPSULA,100,MG,FRASCOS X 93 CAPSULAS,0
807,1N1024481000100,NADOLOL,CORGARD,TABLETA,20,MG,FRASCOS X 100 TABLETAS,0
808,1N1024481001100,NADOLOL,NO REPORTADO,TABLETA,20,MG,CAJAS X 100 TABLETAS,0
809,1N1024481002100,NADOLOL,ZYDUS,TABLETA,20,MG,FRASCOS X 100 TABLETAS,0
810,1N1025741000100,NOREPINEFRINA,CURENALINE,SOLUCION INYECTABLE,8,G,CAJA X 2 AMPOLLAS,0
811,1N1025741001100,NOREPINEFRINA,NOR EPINEPH,SOLUCION INYECTABLE,2,MG/ML,CAJA X 5 AMPOLLAS,0
812,1N1025741002100,NORADRENALINA,NORADRENALINA,SOLUCION INYECTABLE,8/4,MG/ML,CAJA X 10 AMPOLLAS,0
813,1N1025871000100,NOREPINEFRINA,PRIDAM,SOLUCION INYECTABLE,1,MG/ML,CAJAS X 10 AMPOLLAS DE 4ML,0
814,1N1025871000101,NOREPINEFRINA,PRIDAM,SOLUCION INYECTABLE,1,MG/ML,CAJA X 50 AMPOLLAS X 4 ML,0
815,1N1025871001100,NOREPINEFRINA,ADRENOR,SOLUCION INYECTABLE,1,MG/ML,CAJA X 5 AMPOLLAS,0
816,1N1025871001101,NOREPINEFRINA,ADRENOR,SOLUCION INYECTABLE,2,MG/ML,CAJA X 20 AMPOLLAS DE 2 ML,0
817,1N1025871002100,NOREPINEFRINA,NOREPINEPHRINE,SOLUCION INYECTABLE,1,MG/ML,CAJA X 10 VIALES X 4ML,0
818,1N1025871003100,NOREPINEFRINA,NOMBRE COMUN,SOLUCION INYECTABLE,1,MG/ML,CAJA X 10 AMPOLLAS DE 4 ML,0
819,1N1025871003101,NOREPINEFRINA,NO REPORTADO,SOLUCION INYECTABLE,1,MG/ML,CAJAS X 5 AMPOLLAS DE 4 ML,0
820,1N1025871004100,NOREPINEFRINA,NO REPORTADO,SOLUCION INYECTABLE,1,MG/1ML,CAJA X 5 AMPOLLAS X 4 ML,0
821,1N1025871005100,NOREPINEFRINA,NORSTAR,SOLUCION INYECTABLE,1,MG/ML,CAJAS X 5 AMPOLLAS X 4 ML,0
822,1N1025871007101,NOREPINEFRINA,NO REPORTADO,SOLUCION INYECTABLE,1,MG/ML,CAJAS X 10 AMPOLLAS,0
823,1N1025871009100,NOREPINEFRINA,GOGANOR,SOLUCION INYECTABLE,1,MG/ML,CAJAS X 5 AMPOLLAS X 4 ML,0
824,1N1025871010100,NOREPINEFRINA,NOREPYN,SOLUCION INYECTABLE,1,MG/ML,CAJAS X 5 AMPOLLAS DE 4 ML,0
825,1N1048281000100,NIRAPARIB,ZEJULA,TABLETA,100,MG,CAJA X 84 TABLETAS,0
826,1O1004831000100,OLAPARIB,LYMPARZA,CAPSULA,50,MG,CAJA X 4 FRASCOS X 112 CAPSULAS,0
827,1O1005151001100,OSIMERTINIB,TAGRISSO,TABLETA,80,MG,CAJA X 30 TABLETAS,0
828,1O1013991000100,OLARATUMAB,LARTRUVO,SOLUCION INYECTABLE,10,MG/ML,VIAL X 50 ML,0
829,1O1020371001100,OXITOCINA,CLEARTOCIN,SOLUCION INYECTABLE,10,UI/ML,CAJA X 10 AMPOLLAS,0
830,1O1020371002100,OXITOCINA,OXYCIN-10,SOLUCION INYECTABLE,10,UI,CAJA X 10 AMPOLLAS,0
831,1O1020371004100,OXITOCINA,FRESENIUS KABI,SOLUCION INYECTABLE,10,UI/ML,CAJAS X 100 AMPOLLAS X 1 ML,0
832,1O1020371005100,OXITOCINA,NO REPORTADO,SOLUCION INYECTABLE,10,UI/ML,CAJAS X 10 AMPOLLAS,0
833,1O1020371006100,OXITOCINA,LABTOCIN 10,SOLUCION INYECTABLE,10,UI/ML,CAJAS X 10 AMPOLLAS X 1 ML,0
834,1O1022861000100,OCRELIZUMAB,OCREVUS,SOLUCION,30,MG/ML,CAJA X 1 VIAL X 10ML,0
835,1O1024191000100,L-ORNITINA,ORNITINA,POLVO PARA DISOLUCION,100,G,FRASCO X 100 GRAMOS,0
836,1O1024191001100,ORNITINA,L-ORNITINA NM,POLVO PARA RECONSTI TUIR A SOLUCION ORAL,100,G,TARRO X 100 GRAMOS,0
837,1O1024401000100,OLAPARIB,GLOBAL SERVICE PHARMACEUTICAL,CAPSULA,150,MG,FRASCO X 32 TABLETAS,0
838,1O1027141000100,OXITOCINA,NO REPORTADO,SOLUCION INYECTABLE,5,UI/ML,CAJA X 10 AMPOLLAS,0
839,1O1027141001100,OXITOCINA,OXITOPISA,SOLUCION INYECTABLE,5,UI/ML,CAJAS. CADA CAJA CON 50 AMPOLLETAS DE VIDRIO CON 1 ML,0
840,1O1027141002100,OXITOCINA,SYNTOCINON,SOLUCION INYECTABLE,5,UI/ML,CAJAS X 100 AMPOLLAS,0
841,1O1027391006100,OMEPRAZOL SODICO,NO REPORTADO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,40,MG,CAJAS. CADA CAJA CONTIENE UN (1) VIAL DE OMEPRAZOL 40 MG + UNA (1) AMPOLLA X 10 ML DE DILUYENTE (AGUA PARA INYECCIÓN).,0
842,1O1033621004100,OXIGENO,NO REPORTADO,GAS LIQUIDO USO TERAPEUTICO EN TERAPIA RESPIRATORIA,"0,99",M3,KG EN CARROTANQUE (TRAILER),0
843,1O1033621005100,OXIGENO LIQUIDO MEDICINAL,LINDE,GAS LIQUIDO USO EN TERAPIA RESPIRATORIA,"0,99",M3,KG EN CARROTANQUE (TRAILER),0
844,1O1033621006100,OXIGENO LIQUIDO MEDICINAL,NO REPORTADO,GAS LIQUIDO USO TERAPEUTICO EN TERAPIA RESPIRATORIA,99.5,%,KG EN CONTENEDOR,0
845,1O1038321000100,OSILODROSTAT,ISTURISA,TABLETA,1,MG,CAJAS X 60 TABLETAS,0
846,1O1060321000100,ACIDO OBETICOLICO,OCALIVA,TABLETA,5,MG,CAJA X 30 TABLETAS,0
847,1O1060961000100,OLIPUDASA ALFA,XENPOZYME,POLVO PARA RECONSTITUIR PARA SOLUCION PARA PERFUSION,4,MG/ML,CAJAS X 1 VIAL X 5 ML,0
848,1O1060961000101,OLIPUDASA ALFA,XENPOZYME,POLVO PARA RECONSTITUIR PARA SOLUCION PARA PERFUSION,4,MG/ML,CAJAS X 1 VIAL X 1 ML,0
849,1P1000021004100,ASPARAGINASA PEGILADA,NO REPORTADO,SOLUCION INYECTABLE,3750,UI,VIALES,0
850,1P1000161000100,PROBENECID,NO REPORTADO,TABLETA,500,MG,FRASCO X 100 TABLETAS,0
851,1P1000161002100,PROBENECID,LANNETT CO INC,TABLETA,500,MG,FRASCO X 100 TABLETAS,0
852,1P1000421000100,PENTOSAN POLISULFATO,ELMIRON,CAPSULA,100,MG,FRASCOS X 100 CÁPSULAS,0
853,1P1000421001100,PENTOSAN POLISULFATO,ELMIRON,CAPSULA,100,MG,CAJA X 90 CAPSULAS,0
854,1P1000421003100,PENTOSAN POLISULFATO,PENTODOL,CAPSULA,100,MG,FRASCO X 90 CAPSULAS,0
855,1P1001131000100,PONATINIB,ICLUSIG,TABLETA,15,MG,FRASCO X 30 TABLETAS,0
856,1P1001471000100,PEGVISOMANT,SOMAVERT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,10,MG/ML,CAJA POR 30 VIALES,0
857,1P1002831001100,PIRIMETAMINA,NO REPORTADO,TABLETA,25,MG,CAJAS X 100 TABLETAS,0
858,1P1002861000100,PEGVISOMANT,SOMAVERT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,20,MG/ML,CAJA X 30 VIALES,0
859,1P1003401000100,PALBOCICLIB,IBRANCE,CAPSULA,125,MG,FRASCO X 21 CAPSULAS,0
860,1P1004431010100,PARACETAMOL,CAPLIN POINT LABORATORIES,SOLUCION INYECTABLE,1,%,CAJAS X 1 VIAL DE 100 ML,0
861,1P1007681001100,PRIMIDONA,MYSOLINE,TABLETA,250,MG,CAJA X 50 TABLETAS,0
862,1P1007681003100,PRIMIDONA,PRIDONA,TABLETA,250,MG,CAJAS X 50 TABLETAS CADA UNA,0
863,1P1008661001100,PROPOFOL,SILTAFEL,EMULSION INYECTABLE,10,MG/ML,CAJAS. CADA CAJA CON 5 AMPOLLETAS,0
864,1P1008661007100,PROPOFOL,POFOL,EMULSION INYECTABLE,10,MG/ML,CAJA X 5 VIALES X 20 ML,0
865,1P1008661010101,PROPOFOL,QUIDRIFOL 1%,EMULSION INYECTABLE,10,MG/ML,CAJA X 5 VIALES X 20 ML,0
866,1P1008661012100,PROPOFOL,NO REPORTADO,EMULSION INYECTABLE,10,MG/ML,CAJAS X UN (1) VIAL,0
867,1P1008661014101,PROPOFOL,NO REPORTADO,EMULSION INYECTABLE,10,MG/ML,CAJAS X UN (1) VIAL DE 10MG/ML EN 20ML,0
868,1P1008661018100,PROPOFOL,PROPOFOL,EMULSION INYECTABLE,10,MG,CAJA X 1 VIAL DE 20 ML,0
869,1P1008661021100,PROPOFOL,GENPROFOL,EMULSION INYECTABLE,10,MG/ML,CAJA X 1 VIAL X 20 ML,0
870,1P1008661029100,PROPOFOL,HYPRO,EMULSION INYECTABLE,10,MG/ML,CAJAS X UN (1) VIAL,0
871,1P1008661030100,PROPOFOL,PROPOFOLINA,EMULSION INYECTABLE,10,MG/ML,CAJA X 1 VIAL X 20 ML,0
872,1P1008661031100,PROPOFOL,CLASSIPROFOL,EMULSION INYECTABLE,10,MG/ML,CAJAS X 1 VIAL X 20 ML,0
873,1P1011551000100,PONATINIB,ICLUSIG,TABLETA,15,MG,FRASCO X 30 TABLETAS,0
874,1P1011551000101,PONATINIB,ICLUSIG,TABLETA,15,MG,FRASCO X 60 TABLETAS,0
875,1P1012181000100,CLORURO DE POTASIO,NO REPORTADO,TABLETA,1500,MG,FRASCOS POR 100 TABLETAS,0
876,1P10121810004100,CLORURO DE POTASIO,CLORURO DE POTASIO,TABLETA,1500,MG,FRASCO X 100 TABLETAS,0
877,1P1012181002100,CLORURO DE POTASIO,SANDOZ,TABLETA,1500,MG,FRASCO X 100 TABLETAS,0
878,1P1012181003100,CLORURO DE POTASIO,K-LOR CON M20,TABLETA,20,MEQ,FRASCOS X 100 TABLETAS,0
879,1P1012181003100 1P1012181002100,CLORURO DE POTASIO,K-LOR M20 SANDOZ,TABLETA,1500,MG,FRASCO X 100 TABLETAS,0
880,1P1012181004100,CLORURO DE POTASIO,NO REPORTADO,TABLETA,1500,MG,FRASCOS X 100 TABLETAS,0
881,1P1012181005100,CLORURO DE POTASIO,BLUE POINT,TABLETA,1500,MG,FRASCOS X 100 TABLETAS,0
882,1P1012181006100,CLORURO DE POTASIO,NO REPORTADO,TABLETA,1500,MG,FRASCOS X 100 TABLETAS,0
883,1P1012181007100,CLORURO DE POTASIO,NO REPORTADO,TABLETA,1500,MG,FRASCOS X 100 TABLETAS,0
884,1P1012181008100,CLORURO DE POTASIO,NO REPORTADO,TABLETA,1500,MG,FRASCOS X 100 TABLETAS,0
885,1P1012181009100,CLORURO DE POTASIO,NO REPORTADO,TABLETA,1500,MG,FRASCOS X 100 TABLETAS,0
886,1P1014111000100,PROCARBAZINA,NATULAN,CAPSULA,50,MG,FRASCO X 50 CAPSULAS,0
887,1P1016471000100,SULFATO DE PROTAMINA,NO REPORTADO,SOLUCION INYECTABLE,"71,5/ 5",MG/ML,CAJA X 1 AMPOLLA,0
888,1P1017931000100,CLORURO DE POTASIO,KALIOLITE,TABLETA,500,MG,CAJA X 50 TABLETAS,0
889,1P1019551001100,PROBENECID,HB HUMAN,TABLETA,500,MG,FRASCO X 100 TABLETAS,0
890,1P1019551002100,PROBENECID,MARLEX,TABLETA,500,MG,FRASCO X 100 TABLETAS,0
891,1P1023051002100,PROPOFOL,MAYOPROFOL,EMULSION INYECTABLE,10,MG/ML,CAJA X 1 VIAL X 20 ML,0
892,1P1023051003100,PROPOFOL,MEGAPROFOL,EMULSION INYECTABLE,10,MG/ML,CAJAS CON UN (1) VIAL X 20ML,0
893,1P1024051000100,PROTIRELINA (HORMONA LIBERADORA DE TIROTROPINA TRH),TRH FERRING,SOLUCION INYECTABLE,0.2,MG/ML,CAJAS X 1 AMPOLLA,0
894,1P1024821000100,PENTAMIDINE,PENTAMIDINE,SOLUCION INYECTABLE,300,MG,CAJA X 1 VIAL,0
895,1P1027701000100,PEGINTERFERON ALFA -2B,PEGIHEP,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,0.2,MG/ML,CAJAS X 1 VIAL X 0.5 ML,0
896,1P1027901000100,PONATINIB,ICLUSIG,TABLETA,15,MG,FRASCO X 30 TABLETAS,0
897,1P1031001000100,POCAPAVIR,NO REPORTADO,CAPSULA,220,MG,FRASCO X 30 CÁPSULAS,0
898,1P1031041000100,POLATUZUMAB VEDOTINA,POLIVY,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,20,MG,CAJA X 1 VIAL DE 7 ML,0
899,1P1039971000100,PROTAMINA,NO REPORTADO,SOLUCION INYECTABLE,10,MG/ML,CAJA X 1 VIAL X 5ML,0
900,1P1039971001100,PROTAMINA SULFATO,NO REPORTADO,SOLUCION INYECTABLE,10,MG/ML,CAJAS. CADA CAJA CON 5 AMPOLLAS X 5 ML,0
901,1P1039971002100,PROTAMINA,PROMIN,SOLUCION INYECTABLE,10,MG/ML,CAJAS X 1 AMPOLLA X 5 ML,0
902,1P1039971004100,PROTAMINA,PROTAPRO,SOLUCION INYECTABLE,10,MG/ML,CAJAS X 5 AMPOLLAS X 5 ML,0
903,1P1040471000100,PEGLOTICASA,KRISTEXXA,SOLUCION INYECTABLE,8,MG/ML,CAJA X VIAL DE 2 ML,0
904,1P1040471000101,PEGLOTICASA,KRYSSTEXXA,SOLUCION INYECTABLE,8,MG/ML,CAJA X 1 VIAL X 1 ML,0
905,1P1041891000100,PEGCETACOPLAN,EMPAVELI,SOLUCION PARA INFUSION,54,MG/ML,CAJAS X 1 VIAL X 20 ML,0
906,1P1041891001100,PEGCETACOPLAN,ASPAVELI,SOLUCION INYECTABLE,54,MG/ML,CAJAS X VIAL DE 20 ML,0
907,1P1060231000100,CLORURO DE POTASIO,NO REPORTADO,TABLETA,600,MG,FRASCOS X 100 TABLETAS,0
908,1P1060641000100,CLORURO DE POTASIO,KELEFUSIN,SOLUCION INYECTABLE,149,MG/ML,CAJA X 50 AMPOLLAS X 10 ML,0
909,1P1061681000100,CLORURO DE POTASIO,KELEFUSIN,SOLUCION INYECTABLE,2,MEQ/ML,CAJAS X 50 AMPOLLAS X 10 ML,0
910,1P1061681001100,CLORURO DE POTASIO,NO REPORTADO,SOLUCION INYECTABLE,149,MG/ML,CAJAS X 50 AMPOLLAS DE 10 ML,0
